Date-time CET-CEST (DD/MM/YYYY HH:mm);DMA A (L/s);DMA B (L/s);DMA C (L/s);DMA D (L/s);DMA E (L/s);DMA F (L/s);DMA G (L/s);DMA H (L/s);DMA I (L/s);DMA J (L/s)
27/10/2021 14:00;10.46;9.25;3.74;36.87;83.08;7.14;26.36;25.46;24.63;34.12
27/10/2021 15:00;10.82;8.73;4.23;37.07;78.93;8.58;23.86;23.52;21.65;28.77
27/10/2021 16:00;10.41;8.78;4.09;36.64;77.86;7.14;24.05;22.03;24.49;33.70
27/10/2021 17:00;8.25;8.79;4.14;31.50;77.24;7.41;26.36;22.70;22.27;30.47
27/10/2021 18:00;7.92;8.87;4.50;33.71;84.13;8.29;29.26;24.18;20.57;27.34
27/10/2021 19:00;8.70;9.00;4.46;37.72;90.20;8.72;30.04;25.20;19.43;27.00
27/10/2021 20:00;9.54;9.16;4.71;38.03;89.66;8.67;30.22;24.45;19.80;27.45
27/10/2021 21:00;9.30;8.35;4.32;34.47;84.09;6.22;27.20;21.60;20.47;27.07
27/10/2021 22:00;8.15;8.10;3.45;30.61;73.48;7.47;24.35;19.48;18.41;24.35
27/10/2021 23:00;7.21;7.39;3.01;30.79;67.36;6.84;22.16;16.61;18.71;23.85
28/10/2021 00:00;6.23;7.23;2.45;22.71;58.10;6.48;18.96;14.17;18.23;21.85
28/10/2021 01:00;5.87;6.88;2.37;21.89;52.71;5.64;17.03;11.84;19.27;23.48
28/10/2021 02:00;6.51;6.71;2.32;23.57;51.31;6.55;15.66;10.80;17.54;21.35
28/10/2021 03:00;7.24;6.74;2.45;23.34;51.11;6.05;15.20;10.52;19.10;22.03
28/10/2021 04:00;6.21;6.69;2.76;23.91;52.17;5.89;15.67;10.45;16.43;21.55
28/10/2021 05:00;6.20;7.06;3.00;27.50;57.02;7.06;16.50;11.88;18.06;23.54
28/10/2021 06:00;6.82;8.20;3.98;34.68;71.88;7.20;22.29;16.36;19.40;27.30
28/10/2021 07:00;10.28;9.31;5.38;39.78;98.68;9.26;35.17;25.73;23.80;32.09
28/10/2021 08:00;11.08;9.79;5.44;37.03;98.79;8.88;32.67;28.43;22.49;32.04
28/10/2021 09:00;11.27;9.56;5.27;36.47;94.66;6.91;30.25;28.82;23.37;32.49
28/10/2021 10:00;11.48;9.51;4.41;36.22;87.58;8.37;28.40;29.05;23.40;33.25
28/10/2021 11:00;10.88;9.31;4.15;35.98;84.84;7.79;25.24;26.46;21.28;30.41
28/10/2021 12:00;11.12;9.51;3.78;36.26;85.40;8.52;25.34;27.13;22.84;32.35
28/10/2021 13:00;11.70;8.77;4.02;37.98;84.55;7.69;25.31;26.64;23.80;32.62
28/10/2021 14:00;13.15;9.56;3.92;37.73;82.55;7.60;26.34;24.62;22.24;30.75
28/10/2021 15:00;12.14;9.00;3.97;33.47;79.47;7.68;24.58;22.25;22.92;30.99
28/10/2021 16:00;10.08;8.41;3.76;35.05;79.31;6.74;24.63;22.64;22.47;31.09
28/10/2021 17:00;9.87;9.05;4.09;32.73;77.07;7.94;23.69;22.60;18.97;26.68
28/10/2021 18:00;8.98;8.65;4.57;34.86;81.53;7.76;26.79;23.75;19.47;28.16
28/10/2021 19:00;9.20;9.28;5.04;39.32;86.68;8.69;28.08;23.48;21.06;28.87
28/10/2021 20:00;8.71;8.94;4.56;39.93;90.40;7.81;29.42;24.20;19.88;28.63
28/10/2021 21:00;8.23;8.46;4.02;35.77;83.47;8.27;27.52;21.81;17.76;25.29
28/10/2021 22:00;6.63;7.93;3.44;28.94;74.34;5.58;24.18;19.01;19.58;26.16
28/10/2021 23:00;5.83;7.86;3.16;27.52;67.51;7.64;22.55;17.30;18.31;23.21
29/10/2021 00:00;5.41;7.24;2.55;23.21;58.39;7.16;18.88;13.95;19.10;23.70
29/10/2021 01:00;5.02;6.95;2.37;24.89;52.92;6.47;17.39;11.29;18.48;21.73
29/10/2021 02:00;6.10;6.76;2.24;23.58;50.70;6.91;14.99;11.21;17.20;20.98
29/10/2021 03:00;6.80;6.81;2.16;24.21;50.46;5.34;15.02;10.92;18.89;23.30
29/10/2021 04:00;6.38;6.89;2.29;25.08;51.59;6.15;15.23;11.51;16.86;21.40
29/10/2021 05:00;6.46;7.03;2.54;26.04;55.81;6.66;16.73;12.35;16.53;21.73
29/10/2021 06:00;7.94;7.97;3.70;32.85;71.55;7.86;23.29;16.82;18.41;24.98
29/10/2021 07:00;10.25;9.60;5.45;42.00;97.74;9.16;33.56;25.24;21.34;31.02
29/10/2021 08:00;11.42;9.47;5.30;40.27;99.61;9.18;32.95;28.73;20.52;30.16
29/10/2021 09:00;11.30;9.49;4.89;39.37;96.87;7.57;29.21;30.16;23.00;32.09
29/10/2021 10:00;12.39;9.20;4.14;35.56;88.46;10.15;27.14;27.90;21.65;30.11
29/10/2021 11:00;12.05;8.83;3.85;33.26;84.84;6.57;27.26;25.77;23.81;32.51
29/10/2021 12:00;12.04;8.87;3.89;36.13;83.97;7.49;26.35;27.37;23.29;32.08
29/10/2021 13:00;13.12;9.50;4.12;36.09;84.83;7.83;26.84;25.40;22.54;31.89
29/10/2021 14:00;9.72;9.32;4.15;38.04;82.23;8.32;27.29;25.28;23.59;31.17
29/10/2021 15:00;17.60;9.08;3.78;36.94;79.89;7.93;25.35;23.39;22.50;30.09
29/10/2021 16:00;8.47;8.58;3.97;34.35;77.46;8.10;23.85;22.30;23.89;30.13
29/10/2021 17:00;7.17;8.77;4.52;32.15;79.48;8.35;24.42;21.49;20.99;29.32
29/10/2021 18:00;7.05;8.92;4.46;36.28;82.62;8.76;25.14;21.80;21.13;29.54
29/10/2021 19:00;7.83;8.65;4.39;39.63;88.14;8.52;27.05;23.36;20.66;28.79
29/10/2021 20:00;9.01;8.68;4.34;38.15;83.63;10.18;28.79;22.59;22.50;29.92
29/10/2021 21:00;8.17;8.44;3.90;36.40;77.97;8.18;25.23;20.88;18.48;24.88
29/10/2021 22:00;6.88;8.17;3.28;30.24;70.60;7.37;23.78;18.22;18.20;24.04
29/10/2021 23:00;6.40;7.39;3.21;25.31;66.35;7.09;22.62;16.17;17.47;22.43
30/10/2021 00:00;5.60;7.25;2.67;23.78;59.49;6.93;20.48;14.07;17.34;21.07
30/10/2021 01:00;5.23;6.92;2.38;24.99;54.29;5.89;16.65;12.30;17.28;20.71
30/10/2021 02:00;6.03;6.63;2.26;24.86;51.59;5.85;15.22;11.34;16.91;20.47
30/10/2021 03:00;5.43;6.70;2.18;25.47;51.15;5.71;14.91;10.92;18.63;22.40
30/10/2021 04:00;4.05;6.72;2.28;25.54;52.28;6.27;15.05;11.17;17.89;22.24
30/10/2021 05:00;4.43;7.05;2.50;24.73;54.01;5.40;16.34;11.42;15.63;20.03
30/10/2021 06:00;6.77;7.39;2.87;28.78;61.21;6.68;17.98;14.28;17.72;23.24
30/10/2021 07:00;8.16;8.69;4.27;33.51;76.27;7.52;24.52;19.58;18.16;26.02
30/10/2021 08:00;8.47;10.09;5.54;41.82;95.17;7.15;31.99;25.97;19.67;29.39
30/10/2021 09:00;9.77;10.66;6.03;43.85;104.43;9.68;35.14;29.20;18.92;29.94
30/10/2021 10:00;10.23;10.06;5.15;40.88;98.58;8.50;32.37;28.35;19.52;29.10
30/10/2021 11:00;8.74;9.29;4.96;41.28;90.51;8.40;29.73;25.65;19.22;28.38
30/10/2021 12:00;8.80;9.12;4.86;40.98;89.20;7.32;27.99;24.71;19.78;29.13
30/10/2021 13:00;8.73;9.02;4.50;40.60;87.57;8.37;27.08;23.73;19.45;27.47
30/10/2021 14:00;8.43;9.46;4.44;39.58;83.26;5.93;27.00;22.22;18.30;25.21
30/10/2021 15:00;7.33;8.94;4.07;33.16;79.21;8.36;27.08;21.70;17.41;24.03
30/10/2021 16:00;6.97;9.74;4.10;32.08;77.68;9.05;25.58;19.92;18.36;25.09
30/10/2021 17:00;6.47;10.24;4.38;32.57;77.96;8.56;25.81;19.49;17.51;24.43
30/10/2021 18:00;6.72;9.50;4.56;36.65;80.79;8.65;26.93;20.86;17.53;25.43
30/10/2021 19:00;7.34;9.30;4.15;41.97;82.85;8.31;27.26;20.66;17.77;25.14
30/10/2021 20:00;7.81;9.17;3.96;36.31;79.73;8.43;26.80;19.55;18.02;24.81
30/10/2021 21:00;7.30;8.53;3.54;31.66;74.70;6.52;23.49;17.28;17.87;23.07
30/10/2021 22:00;7.62;7.87;2.98;28.08;68.93;7.76;22.11;16.48;18.69;23.89
30/10/2021 23:00;6.83;7.64;3.14;28.76;65.87;6.42;20.96;15.69;16.82;22.45
31/10/2021 00:00;6.72;7.50;2.71;24.47;59.66;6.09;19.26;13.27;16.51;21.03
31/10/2021 01:00;6.68;7.12;2.45;25.51;55.18;6.36;17.13;12.19;16.04;20.23
31/10/2021 02:00;6.55;7.31;2.21;34.84;53.93;4.82;15.45;11.84;17.33;20.13
31/10/2021 02:00;6.48;7.25;2.24;52.11;50.99;5.26;15.37;10.83;16.64;19.98
31/10/2021 03:00;6.23;7.14;2.23;37.58;50.85;5.24;15.43;10.78;16.91;20.55
31/10/2021 04:00;6.24;7.10;2.33;26.46;52.30;5.40;15.36;10.87;16.38;20.76
31/10/2021 05:00;6.33;7.26;2.52;28.23;54.26;6.34;16.92;11.20;16.53;20.43
31/10/2021 06:00;7.48;7.98;3.36;28.30;62.24;8.98;18.58;13.53;17.30;23.24
31/10/2021 07:00;10.14;8.96;4.34;33.70;80.13;14.27;24.72;19.26;16.86;24.74
31/10/2021 08:00;9.36;9.92;4.84;41.00;96.16;15.94;32.73;23.78;17.97;26.45
31/10/2021 09:00;10.41;10.50;4.59;46.27;103.18;11.55;37.72;27.82;18.67;27.56
31/10/2021 10:00;9.43;10.57;#N/A;43.77;95.99;5.82;33.45;26.20;18.10;26.74
31/10/2021 11:00;9.47;10.11;#N/A;38.83;89.99;7.46;28.61;22.40;18.55;26.04
31/10/2021 12:00;8.30;9.44;#N/A;40.14;86.13;9.20;27.92;22.35;18.47;26.32
31/10/2021 13:00;7.83;9.62;4.25;40.45;84.75;7.69;27.38;21.82;18.76;26.24
31/10/2021 14:00;8.28;9.77;4.07;32.41;79.14;7.62;25.44;19.72;17.37;23.65
31/10/2021 15:00;8.64;9.27;3.92;31.60;74.17;7.81;23.87;18.91;17.67;23.41
31/10/2021 16:00;9.39;8.87;4.04;#N/A;75.55;5.87;24.74;19.14;16.66;23.39
31/10/2021 17:00;8.75;9.05;4.28;35.73;77.03;8.39;26.22;20.21;18.87;24.51
31/10/2021 18:00;8.60;8.60;3.96;33.38;77.29;8.30;27.96;20.03;17.93;23.80
31/10/2021 19:00;8.61;8.52;3.73;35.35;78.62;8.51;26.18;19.34;17.68;23.45
31/10/2021 20:00;9.04;8.34;3.88;37.45;78.49;6.75;26.22;20.44;16.61;22.87
31/10/2021 21:00;8.31;8.09;3.46;26.99;71.37;5.77;24.92;17.15;15.72;22.31
31/10/2021 22:00;10.46;7.45;3.35;27.91;66.05;6.40;20.58;16.58;16.53;22.19
31/10/2021 23:00;12.66;7.46;2.68;27.78;61.91;5.32;20.54;15.86;15.83;21.34
01/11/2021 00:00;5.94;7.14;2.55;27.43;57.50;6.88;18.37;13.46;15.51;20.87
01/11/2021 01:00;5.91;7.01;2.34;24.89;53.42;6.54;16.39;12.00;15.51;19.69
01/11/2021 02:00;6.38;6.91;2.23;24.15;51.66;6.17;15.48;11.72;16.41;21.06
01/11/2021 03:00;5.60;6.64;2.16;23.45;52.15;6.44;15.60;10.98;16.21;20.96
01/11/2021 04:00;6.56;6.65;2.21;25.87;51.67;6.60;16.40;11.04;15.71;20.39
01/11/2021 05:00;6.89;6.79;2.36;24.97;54.19;5.94;16.40;11.48;15.57;19.98
01/11/2021 06:00;7.21;7.27;3.26;25.18;60.07;7.90;18.74;13.59;15.99;21.15
01/11/2021 07:00;9.61;8.36;3.98;30.60;72.76;9.13;22.53;17.94;16.53;23.21
01/11/2021 08:00;9.97;9.59;4.71;37.58;89.07;9.27;30.60;23.13;18.06;25.97
01/11/2021 09:00;10.21;10.56;5.03;41.05;97.27;8.81;32.09;26.69;17.15;25.66
01/11/2021 10:00;10.20;9.58;5.23;43.63;94.41;8.94;31.94;25.47;18.52;26.39
01/11/2021 11:00;10.02;9.44;4.82;44.87;87.09;9.50;29.04;22.66;17.80;24.92
01/11/2021 12:00;9.40;8.81;4.51;38.70;86.42;8.59;28.29;22.21;17.88;25.26
01/11/2021 13:00;9.55;8.88;4.34;38.35;83.67;8.16;27.41;21.68;17.02;23.71
01/11/2021 14:00;8.27;8.68;4.13;35.56;77.87;9.19;24.70;20.26;18.98;25.15
01/11/2021 15:00;8.25;8.44;3.88;32.50;76.91;7.89;23.58;20.67;17.43;23.68
01/11/2021 16:00;7.63;8.38;3.96;31.66;75.20;8.72;24.64;18.90;16.69;23.48
01/11/2021 17:00;7.34;8.66;3.90;33.95;76.84;8.01;26.28;19.10;16.14;23.21
01/11/2021 18:00;8.12;8.97;4.19;37.58;78.60;8.00;26.20;20.20;16.70;23.79
01/11/2021 19:00;9.26;8.56;4.14;35.85;81.07;8.76;27.88;20.45;17.58;24.70
01/11/2021 20:00;8.38;8.73;4.05;36.64;79.75;8.92;25.41;20.18;18.24;24.00
01/11/2021 21:00;7.84;8.08;3.83;33.25;73.99;6.81;25.40;18.44;16.42;22.21
01/11/2021 22:00;6.93;7.81;3.11;28.70;66.49;7.04;22.18;16.99;16.91;22.04
01/11/2021 23:00;6.98;7.11;2.83;25.00;63.13;7.09;20.15;14.74;15.95;20.69
02/11/2021 00:00;6.08;6.84;2.49;22.29;56.11;6.93;18.40;12.91;16.92;21.28
02/11/2021 01:00;17.37;7.05;2.46;24.25;51.84;5.69;16.33;11.11;16.60;20.58
02/11/2021 02:00;6.94;6.97;2.14;25.02;50.95;5.67;15.46;10.37;17.42;21.52
02/11/2021 03:00;5.68;6.74;2.15;25.40;51.56;5.29;15.37;10.22;17.31;21.40
02/11/2021 04:00;5.21;6.90;2.18;24.46;52.31;5.73;15.24;10.63;17.03;21.43
02/11/2021 05:00;5.07;6.99;2.49;25.25;55.92;6.73;15.84;11.52;16.36;20.92
02/11/2021 06:00;6.52;7.64;3.50;30.46;67.00;5.76;20.29;15.18;17.04;23.19
02/11/2021 07:00;9.86;8.85;4.57;35.28;85.26;9.24;29.00;21.34;20.46;28.64
02/11/2021 08:00;9.89;9.63;4.62;38.09;93.76;7.96;29.70;25.96;20.62;30.00
02/11/2021 09:00;10.64;9.07;4.68;39.48;94.92;7.67;28.92;28.15;20.49;28.77
02/11/2021 10:00;10.84;8.82;4.84;40.49;90.07;8.94;28.50;26.40;20.75;28.90
02/11/2021 11:00;10.73;9.00;4.04;33.86;83.34;7.39;27.01;24.09;21.15;29.78
02/11/2021 12:00;#N/A;8.80;3.90;36.24;86.13;9.03;26.75;24.03;20.36;28.62
02/11/2021 13:00;11.23;8.86;3.82;36.35;85.12;8.58;26.82;23.50;20.08;27.75
02/11/2021 14:00;11.33;9.06;4.09;35.71;81.13;10.61;25.10;22.53;22.95;29.56
02/11/2021 15:00;11.24;8.42;3.73;30.53;78.20;8.48;23.79;21.15;22.11;28.37
02/11/2021 16:00;9.99;8.49;3.81;34.74;74.51;7.81;24.08;19.72;20.09;27.84
02/11/2021 17:00;10.03;8.63;4.00;35.15;77.32;8.47;24.09;21.50;19.00;26.57
02/11/2021 18:00;9.21;8.54;3.97;34.79;81.78;7.52;25.51;20.76;17.93;25.09
02/11/2021 19:00;8.75;8.54;4.06;36.43;87.04;9.23;25.04;22.04;19.79;25.04
02/11/2021 20:00;9.40;8.61;4.21;37.39;85.70;6.42;25.62;20.90;19.28;25.23
02/11/2021 21:00;7.77;8.56;3.72;31.74;78.66;6.43;#N/A;18.83;16.78;23.99
02/11/2021 22:00;6.94;7.73;3.21;26.46;72.43;7.15;21.71;17.10;17.99;24.39
02/11/2021 23:00;7.00;7.38;2.78;30.00;68.25;7.31;20.52;15.69;17.51;22.94
03/11/2021 00:00;7.29;7.00;2.55;27.18;61.35;6.32;18.84;13.38;16.93;20.88
03/11/2021 01:00;7.63;7.04;2.31;25.27;55.93;5.33;16.25;11.49;15.26;19.36
03/11/2021 02:00;8.44;7.01;2.10;25.00;52.05;6.71;15.27;10.66;17.67;21.75
03/11/2021 03:00;9.14;6.61;2.11;24.80;52.49;6.37;15.03;10.32;17.05;21.46
03/11/2021 04:00;7.02;6.83;2.16;25.94;52.45;5.65;15.45;10.39;16.31;20.25
03/11/2021 05:00;7.72;6.86;2.44;27.52;54.36;5.83;16.42;11.52;17.10;21.83
03/11/2021 06:00;8.11;7.73;3.44;28.07;62.64;5.82;19.67;14.17;16.16;21.17
03/11/2021 07:00;11.01;9.26;4.68;36.60;79.10;8.85;24.69;19.55;18.25;25.51
03/11/2021 08:00;10.99;9.79;4.77;40.75;93.66;8.52;31.42;24.79;19.79;29.45
03/11/2021 09:00;9.76;9.55;4.96;39.36;98.17;10.72;33.96;27.17;21.99;30.22
03/11/2021 10:00;9.22;9.03;4.67;38.58;91.93;10.51;30.36;25.13;24.47;32.25
03/11/2021 11:00;8.63;8.91;4.17;37.82;86.63;7.79;28.74;24.30;21.39;28.37
03/11/2021 12:00;8.69;8.80;4.36;38.17;85.14;7.50;28.35;23.88;19.10;27.34
03/11/2021 13:00;8.80;8.78;4.05;37.30;82.88;9.15;26.81;23.74;19.12;26.10
03/11/2021 14:00;8.42;8.67;4.01;36.69;79.38;8.16;25.64;21.72;19.07;26.22
03/11/2021 15:00;7.94;8.79;3.71;32.40;76.26;8.49;23.71;20.05;19.54;26.27
03/11/2021 16:00;#N/A;8.46;3.85;29.86;75.94;7.13;25.48;20.19;23.53;29.08
03/11/2021 17:00;8.55;8.12;4.11;34.48;79.31;8.77;26.21;20.17;18.61;25.27
03/11/2021 18:00;8.66;8.58;3.99;37.90;82.56;8.34;28.10;22.59;18.75;25.35
03/11/2021 19:00;8.84;8.98;4.12;37.58;86.97;8.73;27.38;22.80;18.05;#N/A
03/11/2021 20:00;9.26;8.88;4.32;37.74;86.90;8.44;28.49;22.43;20.44;27.36
03/11/2021 21:00;8.40;8.47;3.79;33.50;80.06;7.51;24.71;20.86;19.63;25.70
03/11/2021 22:00;7.63;7.66;3.22;26.50;71.87;6.66;22.25;18.17;17.85;23.74
03/11/2021 23:00;7.25;7.39;2.86;25.75;65.86;6.67;21.61;16.81;17.18;22.01
04/11/2021 00:00;7.55;6.98;2.50;26.85;58.09;6.49;18.55;14.19;17.05;21.35
04/11/2021 01:00;7.25;7.15;2.30;25.33;52.99;5.58;15.44;12.41;17.60;21.25
04/11/2021 02:00;7.18;6.94;2.13;24.01;51.57;5.72;15.71;10.97;19.05;23.23
04/11/2021 03:00;6.31;6.73;2.19;24.24;51.42;5.60;14.55;10.55;18.15;21.27
04/11/2021 04:00;6.41;6.78;2.23;23.61;52.32;5.92;15.03;10.90;17.27;21.12
04/11/2021 05:00;6.94;6.99;2.51;25.19;56.15;5.63;15.90;12.05;17.50;21.28
04/11/2021 06:00;9.30;8.09;3.91;32.05;74.10;6.42;23.13;17.66;18.30;25.00
04/11/2021 07:00;12.02;9.59;5.06;38.91;101.00;8.15;32.44;27.53;19.64;27.75
04/11/2021 08:00;12.67;9.33;4.50;40.31;99.67;7.98;33.16;28.52;20.54;30.46
04/11/2021 09:00;11.21;9.24;4.44;41.77;92.69;6.23;29.78;28.16;23.66;32.44
04/11/2021 10:00;12.38;8.70;3.97;38.60;86.73;6.86;25.75;27.94;22.94;32.32
04/11/2021 11:00;13.23;8.67;3.93;33.49;82.19;7.64;25.57;26.00;25.26;31.56
04/11/2021 12:00;12.12;8.54;3.87;35.30;84.62;7.02;25.19;25.34;23.38;31.02
04/11/2021 13:00;11.03;8.62;3.95;34.83;85.28;7.46;27.25;25.71;26.56;32.73
04/11/2021 14:00;10.59;8.29;3.59;33.38;80.59;8.51;24.85;24.11;22.90;30.58
04/11/2021 15:00;10.29;8.32;3.71;30.95;78.60;6.44;23.03;22.79;23.07;29.30
04/11/2021 16:00;8.70;8.12;3.43;34.96;77.30;8.00;23.72;22.12;22.97;30.85
04/11/2021 17:00;9.43;8.40;3.67;35.85;77.51;8.02;24.70;23.03;20.57;27.43
04/11/2021 18:00;9.70;8.47;3.90;34.94;81.69;7.37;25.09;23.87;19.90;27.33
04/11/2021 19:00;9.48;8.79;4.26;37.45;87.00;8.19;26.83;23.37;19.82;27.22
04/11/2021 20:00;9.85;9.42;4.31;35.65;88.68;9.21;28.32;23.81;20.74;28.73
04/11/2021 21:00;8.36;8.48;3.69;32.14;80.96;8.54;26.16;20.63;19.72;26.88
04/11/2021 22:00;6.87;7.69;3.32;31.13;72.27;6.53;23.42;18.10;18.67;25.52
04/11/2021 23:00;7.00;7.39;2.94;29.49;65.54;6.77;21.67;17.06;17.02;21.35
05/11/2021 00:00;6.45;7.09;2.47;28.31;57.99;6.13;18.99;14.09;17.22;21.45
05/11/2021 01:00;6.77;7.09;2.25;25.21;53.74;5.38;16.46;11.93;16.79;20.33
05/11/2021 02:00;7.33;6.91;2.15;25.10;52.10;5.31;15.25;11.68;20.05;24.07
05/11/2021 03:00;6.32;6.67;2.18;24.03;52.79;4.85;15.10;10.89;19.55;23.40
05/11/2021 04:00;6.41;6.79;2.22;23.09;52.31;5.20;15.53;11.62;16.34;20.44
05/11/2021 05:00;6.10;6.94;2.55;24.11;56.25;6.59;16.77;12.56;16.92;22.02
05/11/2021 06:00;7.70;8.47;3.92;33.28;72.37;7.30;22.47;17.66;17.55;25.02
05/11/2021 07:00;10.27;9.82;5.38;44.83;101.80;8.32;33.94;26.90;20.38;29.79
05/11/2021 08:00;10.50;9.28;4.61;43.02;100.50;6.23;33.04;29.81;22.18;31.09
05/11/2021 09:00;10.51;8.95;4.61;46.64;92.80;7.70;29.73;29.38;22.90;32.64
05/11/2021 10:00;10.91;8.63;#N/A;#N/A;87.75;7.86;26.28;27.73;23.52;33.51
05/11/2021 11:00;11.04;8.40;#N/A;#N/A;83.39;8.29;25.21;26.89;24.08;32.54
05/11/2021 12:00;10.28;8.44;#N/A;#N/A;84.11;7.52;25.68;27.14;22.16;30.08
05/11/2021 13:00;11.05;8.68;3.68;38.31;84.28;8.45;25.89;26.99;21.39;30.53
05/11/2021 14:00;10.89;8.63;3.91;41.59;82.22;7.26;27.06;24.55;23.82;29.75
05/11/2021 15:00;10.45;8.74;3.93;39.17;79.49;7.54;24.86;24.12;22.42;29.21
05/11/2021 16:00;9.45;8.38;3.79;35.82;78.37;7.78;24.77;23.18;24.96;32.22
05/11/2021 17:00;8.89;8.35;3.80;33.35;77.31;8.62;25.72;23.09;21.08;28.16
05/11/2021 18:00;9.22;8.32;3.76;34.63;82.98;7.14;27.45;22.55;20.77;29.70
05/11/2021 19:00;9.83;8.56;4.02;34.73;84.06;8.33;28.12;23.26;18.75;25.70
05/11/2021 20:00;9.55;8.99;#N/A;38.74;84.41;8.83;27.50;22.07;20.61;29.24
05/11/2021 21:00;8.06;7.98;3.73;34.12;76.65;9.11;24.83;20.00;17.93;24.23
05/11/2021 22:00;6.42;7.45;3.24;31.55;69.82;7.69;22.29;17.29;18.93;23.65
05/11/2021 23:00;6.11;7.59;2.92;#N/A;65.86;7.09;21.74;15.38;18.63;23.74
06/11/2021 00:00;5.55;7.20;2.50;27.73;59.72;7.79;19.49;13.87;17.89;21.59
06/11/2021 01:00;6.76;7.12;2.37;23.00;54.45;7.09;17.29;12.22;17.30;20.87
06/11/2021 02:00;7.44;6.98;2.23;21.25;52.63;7.23;16.41;11.24;17.96;22.05
06/11/2021 03:00;6.31;6.71;2.20;20.54;52.65;6.98;15.17;10.84;17.20;20.99
06/11/2021 04:00;6.27;6.75;2.22;25.44;52.93;6.33;16.18;11.41;15.87;19.59
06/11/2021 05:00;7.03;6.98;2.35;28.56;54.89;7.01;16.60;11.83;16.42;20.33
06/11/2021 06:00;8.02;7.46;3.11;30.64;60.78;6.62;19.24;14.53;17.36;22.35
06/11/2021 07:00;9.58;8.46;4.19;34.39;76.92;10.72;26.98;19.83;18.74;25.75
06/11/2021 08:00;10.63;10.23;4.99;40.44;94.48;9.18;31.80;25.56;18.09;27.13
06/11/2021 09:00;11.06;9.53;5.34;43.63;102.72;9.86;33.45;27.67;18.37;27.03
06/11/2021 10:00;9.83;9.80;5.15;42.26;100.91;8.70;32.70;26.81;20.25;28.93
06/11/2021 11:00;9.00;9.70;4.66;41.53;93.70;7.63;32.20;26.50;20.96;28.47
06/11/2021 12:00;9.73;9.46;4.83;43.23;90.52;8.46;29.16;25.16;18.60;27.10
06/11/2021 13:00;9.38;9.59;4.48;38.84;89.92;8.58;29.50;24.73;19.80;26.02
06/11/2021 14:00;9.32;9.25;4.28;40.58;85.51;8.25;27.75;23.96;18.15;24.79
06/11/2021 15:00;8.91;9.05;3.96;35.22;80.66;8.68;24.36;21.49;18.04;25.21
06/11/2021 16:00;8.98;8.73;4.06;34.51;79.81;6.89;26.33;21.50;17.48;23.96
06/11/2021 17:00;8.66;8.88;4.27;32.65;81.64;9.05;25.27;21.45;17.07;24.27
06/11/2021 18:00;9.07;8.72;4.16;37.38;81.23;8.83;26.94;21.65;16.73;24.31
06/11/2021 19:00;9.38;8.78;4.09;38.46;82.64;7.71;26.41;21.38;17.12;24.72
06/11/2021 20:00;9.59;8.56;3.81;35.83;81.83;8.18;25.51;20.80;15.99;22.75
06/11/2021 21:00;8.67;8.19;3.50;35.02;75.28;7.81;24.07;18.83;16.57;22.96
06/11/2021 22:00;8.01;7.71;2.94;32.19;69.67;6.98;22.73;16.80;18.91;23.52
06/11/2021 23:00;7.37;7.45;2.84;26.20;64.91;6.34;20.80;15.70;15.79;21.69
07/11/2021 00:00;7.01;7.10;2.71;23.98;60.32;7.54;19.74;14.53;16.02;21.48
07/11/2021 01:00;6.66;6.91;2.50;22.54;54.96;5.91;16.92;12.51;15.38;20.40
07/11/2021 02:00;6.54;6.85;2.38;25.55;52.26;6.49;16.16;11.26;16.28;21.14
07/11/2021 03:00;5.31;6.60;2.21;25.21;52.45;6.52;15.69;10.84;16.63;21.04
07/11/2021 04:00;5.39;6.69;2.26;26.35;52.21;6.80;16.07;10.96;15.78;19.96
07/11/2021 05:00;5.82;6.86;2.60;23.17;53.27;6.40;16.04;11.62;15.10;19.94
07/11/2021 06:00;6.70;7.18;2.80;28.24;57.54;6.37;18.65;12.56;15.65;20.98
07/11/2021 07:00;8.91;8.38;3.78;34.85;71.48;7.48;21.87;16.98;16.36;23.15
07/11/2021 08:00;10.07;9.78;4.74;39.40;88.79;8.82;28.43;22.43;17.87;25.52
07/11/2021 09:00;10.20;10.99;5.56;44.96;105.05;11.62;33.59;28.21;17.72;27.37
07/11/2021 10:00;10.57;11.00;5.79;47.29;105.53;#N/A;34.35;27.81;18.63;27.69
07/11/2021 11:00;10.31;10.16;5.43;43.20;97.91;9.79;31.44;24.08;18.27;26.36
07/11/2021 12:00;9.83;9.61;4.95;43.35;91.23;9.21;30.85;23.70;17.43;26.18
07/11/2021 13:00;10.57;9.12;4.92;40.71;88.36;8.23;28.16;23.30;17.94;25.33
07/11/2021 14:00;10.79;9.05;4.56;37.27;82.36;8.87;26.45;21.75;18.20;24.74
07/11/2021 15:00;10.24;8.60;4.08;34.76;78.20;7.79;25.06;20.34;16.36;22.54
07/11/2021 16:00;7.88;8.88;3.67;34.08;77.87;7.63;24.49;20.47;18.39;23.79
07/11/2021 17:00;7.76;8.88;4.38;34.32;81.34;8.53;25.49;21.35;17.81;24.42
07/11/2021 18:00;8.21;8.80;4.49;34.28;86.66;7.36;28.82;21.82;17.22;24.66
07/11/2021 19:00;8.56;8.93;4.28;38.20;88.44;7.67;27.71;22.63;17.05;24.47
